uid	keyword	headline
2122518	COVID-19	More than half of COVID-19 ECMO patients die in hospital, while survivors often struggle long term, study finds
2122518	COVID-19	Megyn Kelly claims Pfizer COVID vaccine left her with autoimmune condition: ‘Wish I hadn’t done it’
2122518	COVID-19	No Spike in Cardiac Arrests, Deaths in Young Athletes During COVID-19
2122518	public health	Experts worry that public health turmoil could make bird flu deadlier
2122518	public health	‘We’re losing decades of our life to this illness’: long Covid patients on the fear of being forgotten
2122518	public health	CDPH Warns of Possible Norovirus Infections from Imported Raw Korean Oysters
2122518	public health	MPs underline risks of toxic lead paint in English homes
2122518	public health	Iowa has high cancer rates. Trump's cuts to CDC and NIH are already hitting the state
2122518	vaccine	New kidney cancer vaccine puts 9 advance-stage patients into remission
2122518	vaccine	Vaccine meeting to prepare for coming winter’s flu season canceled
2122518	vaccine	U.S. Department of Agriculture Announces 15 Additional States Onboard With National Milk Testing Strategy for H5N1, Shares Update on Vaccination Efforts
2122518	vaccine	Trump administration weighs pulling funding for Moderna bird flu vaccine, Bloomberg News reports
2122518	vaccine	Hepatitis E vaccination is effective in an epidemic
2122518	american medicine	Annals of Family Medicine: Many Americans Overestimate U.S. Primary Care Spending, Study Finds
2122518	american medicine	Physicians take fight for Medicare payment reform to Capitol Hill
2122518	american medicine	Reps back reforms to Medicare Physician Fee Schedule, starting with physician reimbursement
2122518	american medicine	NIH Funding Cuts Would Hobble U.S. Medical Research, Insider Says
2122518	american medicine	Use of opioid overdose antidote by laypersons rose 43% from 2020 to 2022, study finds
2122518	cancer	‘He’s a fighter’: nation awaits result of medical hero’s brain surgery
2122518	cancer	Certain genetic alterations may contribute to primary resistance of certain cancers to KRAS G12C inhibitors
2122518	cancer	Mediterranean diet could help lower cancer risk in obesity
2122518	cancer	Cancer family 'financially broken' by benefits wait
2122518	cancer	Elissa's journey: A young mom's relentless battle for life after colorectal cancer hit
2122518	global medicine	The Macro Impacts of Microplastics
2122518	global medicine	A little-known Chinese company made a drug that beat the world’s biggest-selling medicine
2122518	global medicine	Sierra Leone inaugurates 1st traditional Chinese medicine center
2122518	global medicine	Chewy Veterinary Leader JC Alvarado Colon: Bringing a global perspective to local action
2122518	global medicine	A new era of Made in America drug manufacturing
2122518	bird flu	Egg prices could jump 41% this year, USDA says, as Trump’s bird flu plan is unveiled
2122518	bird flu	Long Island duck farmer’s new hope after bird flu wipes out flock
2122518	bird flu	Michigan’s cage-free egg law takes effect amid bird flu crisis
2122518	bird flu	Are egg producers inflating prices during the bird flu outbreak to boost profits?
2122518	bird flu	WHAT THEY ARE SAYING: Strong Support for USDA’s Actions to Combat Avian Flu
2122518	wellness	Mayo Clinic recognized as ‘World’s Best Hospital’ by Newsweek for the seventh straight year
2122518	wellness	International Luxury Hotel Association And Matrix Fitness Join Forces To Redefine Wellness In Luxury Hospitality
2122518	wellness	What to Know About the Wellness Guru who Faked Cancer and Inspired Netflix’s Apple Cider Vinegar
2122518	wellness	Here are the x-rated treatments you need to stop right now — trust me, I’m a doctor
2122518	wellness	VIDEO: Researchers find caregiving worsens menopause symptoms
2340420	american medicine	Tobacco use among U.S. pre-teens, teens has dropped to lowest levels seen in 25 years
2340420	american medicine	FDA Approves First At-Home Flu Vaccine, But Availability Delayed Until Next Season
2340420	american medicine	‘Because he’s shaking hands’: White House brushes off Donald Trump ‘bruise’ speculation
2340420	american medicine	American Medical Association president calls abortion pill ruling 'most brazen attack on Americans' health'
2340420	american medicine	Covid, inflation, and Supreme Court blamed for steep drop in Native American medical school enrollment
2340420	vaccine	Researchers Discover Class of Anti-Malaria Antibodies
2340420	vaccine	Meeting of US FDA vaccine advisers canceled, committee member says
2340420	vaccine	Antibody Treatment Prevents Severe Bird Flu in Monkeys
2340420	vaccine	RFK Jr., vaccine critic, calls Texas measles outbreak 'not unusual' after unvaccinated child dies
2340420	vaccine	The political rise of the anti-vax movement
2340420	wellness	The New Thinking on Concussions in Sports
2340420	wellness	Bad wellness advice is all over social media. These creators are pushing back
2340420	wellness	What to Know About the Wellness Guru who Faked Cancer and Inspired Netflix’s Apple Cider Vinegar
2340420	wellness	Explore the 'Healthiest Home in America' (and the Wellness Features Worth Incorporating)
2340420	wellness	RFK Jr. proposed sending addicts to taxpayer-funded ‘wellness farms’ to tackle drug crisis
2340420	global medicine	Global effort enhances clinical care for children with rare genetic diseases
2340420	global medicine	Fake British cough syrup linked to Cameroon child deaths was made in India, officials say
2340420	global medicine	Psychiatric drug research held back by ‘stigma’, says top UK scientist
2340420	global medicine	Pandemic monitoring with global aircraft-based wastewater surveillance networks
2340420	global medicine	Arinze Okafor discusses the road to precision medicine and its impact on global health
2340420	COVID-19	Scientists have identified a new coronavirus in bats, but it’s not a public health threat
2340420	COVID-19	Now That Trump Has Banished the Woke From Science, This Truth-Telling New Scientific Paper Reveals What COVID Vaccines Actually Do to Children
2340420	COVID-19	Threats poured into Granite School District after ‘misleading’ DOGE post accused officials of misusing COVID funds
2340420	COVID-19	Multimillion-dollar Biden-era COVID-19 vax project halted by Trump’s HHS
2340420	COVID-19	Novavax sees royalties, reduced expenses on COVID vaccines from Sanofi partnership
2340420	bird flu	WHAT THEY ARE SAYING: Strong Support for USDA’s Actions to Combat Avian Flu
2340420	bird flu	The US May Start Vaccinating Chickens Against Bird Flu
2340420	bird flu	Michigan’s cage-free egg law takes effect amid bird flu crisis
2340420	bird flu	Are egg producers inflating prices during the bird flu outbreak to boost profits?
2340420	bird flu	Bird Flu Cases in People Are Being Undercounted
2340420	public health	As the Texas outbreak grows, how contagious is measles, really?
2340420	public health	​​​CDPH Reminds Public of Rabies Precautions Following Death of Fresno County Resident
2340420	public health	‘Deadly consequences’: Health agencies reel from thousands of job cuts while critical research grants remain on hold
2340420	public health	‘We’re losing decades of our life to this illness’: long Covid patients on the fear of being forgotten
2340420	public health	What is melioidosis? The deadly disease spreading in Australia
2340420	cancer	Inside the Ramallah hotel housing Gaza’s cancer patients
2340420	cancer	A Rare White Blood Cell Boosts Cancer-Fighting Immune Cells
2340420	cancer	Mediterranean diet could help lower cancer risk in obesity
2340420	cancer	Shark Tank India 4: Pitchers claim of predicting Cancer, Heart Attack and other diseases with their DNA-based screenings; Aman Gupta reacts, 'Meri toh zindagi kharab ho jayegi'
2340420	cancer	‘He’s a fighter’: nation awaits result of medical hero’s brain surgery
2220392	bird flu	Trump administration unveils bird flu plan as egg prices soar
2220392	bird flu	Sandhill crane deaths from bird flu in eastern U.S. has Nebraska on alert
2220392	bird flu	Dynasty behind US egg giant looks to cash in as profits soar amid bird flu
2220392	bird flu	Sacramento doctor: Not every child will beat the odds if we don’t take bird flu seriously
2220392	bird flu	Officials: 90 dead birds removed from pond, deaths possibly caused by bird flu
2220392	wellness	Here are the x-rated treatments you need to stop right now — trust me, I’m a doctor
2220392	wellness	Deliciously Ella: ‘The wellness industry? We’re overdue some sanity’
2220392	wellness	RFK Jr.'s plan to combat addiction: 'wellness farms'
2220392	wellness	RFK Jr. proposed sending addicts to taxpayer-funded ‘wellness farms’ to tackle drug crisis
2220392	wellness	Premier Community HealthCare’s Spring Health, Wellness & Fun Fest
2220392	global medicine	Pandemic monitoring with global aircraft-based wastewater surveillance networks
2220392	global medicine	This New Drug Could Help End the HIV Epidemic—but US Funding Cuts Are Killing Its Rollout
2220392	global medicine	Biobanking with genetics shapes precision medicine and global health
2220392	global medicine	Fake British cough syrup linked to Cameroon child deaths was made in India, officials say
2220392	global medicine	Innovative finance brings new river blindness medicine to Africa
2220392	public health	Trump Cuts Target Next Generation of Scientists and Public Health Leaders
2220392	public health	As the Texas outbreak grows, how contagious is measles, really?
2220392	public health	Nonprofit Disputes Public Health’s Beach Safety Declaration
2220392	public health	Upheaval and firings at CDC raise fears about disease outbreak response
2220392	public health	Mayor Frank Scott Jr. declares housing a public health emergency in Little Rock
2220392	COVID-19	Megyn Kelly claims Pfizer COVID vaccine left her with autoimmune condition: ‘Wish I hadn’t done it’
